ID,Producer_v,Year_v,Ratings Average,Reviews Count,Type,WineType,Producer/Year
159130136,Tate,2018,4.1,11,,i,Tate 2018
145104177,Tate,2016,4.1,28,top_ranked,i,Tate 2016
145104175,Tate,2015,4.1,30,,i,Tate 2015
141689264,Tate,2014,4.2,79,best_user_rated,i,Tate 2014
141689259,Tate,2013,4.1,70,most_user_rated,i,Tate 2013
18696276,Tate,2012,4.0,41,,i,Tate 2012
174235274,Arietta,2021,4.2,18,best_user_rated,cabernet sauvignon,Arietta 2021
168009128,Arietta,2019,4.2,32,top_ranked,cabernet sauvignon,Arietta 2019
158341198,Arietta,2018,4.1,45,latest_available,cabernet sauvignon,Arietta 2018
163152183,Arietta,2017,3.9,31,,cabernet sauvignon,Arietta 2017
155219934,Arietta,2016,4.0,51,,cabernet sauvignon,Arietta 2016
155102849,Arietta,2015,3.8,33,oldest_available,cabernet sauvignon,Arietta 2015
153318597,Arietta,2014,4.1,53,most_user_rated,cabernet sauvignon,Arietta 2014
174235274,Arietta,2021,4.2,18,best_user_rated,cabernet sauvignon,Arietta 2021
168009128,Arietta,2019,4.2,32,top_ranked,cabernet sauvignon,Arietta 2019
158341198,Arietta,2018,4.1,45,latest_available,cabernet sauvignon,Arietta 2018
163152183,Arietta,2017,3.9,31,,cabernet sauvignon,Arietta 2017
155219934,Arietta,2016,4.0,51,,cabernet sauvignon,Arietta 2016
155102849,Arietta,2015,3.8,33,oldest_available,cabernet sauvignon,Arietta 2015
153318597,Arietta,2014,4.1,53,most_user_rated,cabernet sauvignon,Arietta 2014
174235274,Arietta,2021,4.2,18,best_user_rated,cabernet sauvignon,Arietta 2021
168009128,Arietta,2019,4.2,32,top_ranked,cabernet sauvignon,Arietta 2019
158341198,Arietta,2018,4.1,45,latest_available,cabernet sauvignon,Arietta 2018
163152183,Arietta,2017,3.9,31,,cabernet sauvignon,Arietta 2017
155219934,Arietta,2016,4.0,51,,cabernet sauvignon,Arietta 2016
155102849,Arietta,2015,3.8,33,oldest_available,cabernet sauvignon,Arietta 2015
153318597,Arietta,2014,4.1,53,most_user_rated,cabernet sauvignon,Arietta 2014
174235274,Arietta,2021,4.2,18,best_user_rated,cabernet sauvignon,Arietta 2021
168009128,Arietta,2019,4.2,32,top_ranked,cabernet sauvignon,Arietta 2019
158341198,Arietta,2018,4.1,45,latest_available,cabernet sauvignon,Arietta 2018
163152183,Arietta,2017,3.9,31,,cabernet sauvignon,Arietta 2017
155219934,Arietta,2016,4.0,51,,cabernet sauvignon,Arietta 2016
155102849,Arietta,2015,3.8,33,oldest_available,cabernet sauvignon,Arietta 2015
153318597,Arietta,2014,4.1,53,most_user_rated,cabernet sauvignon,Arietta 2014
164939057,Francis Ford Coppola Winery,2019,4.4,21,top_listed,archimedes,Francis Ford Coppola Winery 2019
156464165,Francis Ford Coppola Winery,2018,4.4,59,best_user_rated,archimedes,Francis Ford Coppola Winery 2018
150945157,Francis Ford Coppola Winery,2017,4.4,42,,archimedes,Francis Ford Coppola Winery 2017
93094979,Francis Ford Coppola Winery,2016,4.4,37,,archimedes,Francis Ford Coppola Winery 2016
18663312,Francis Ford Coppola Winery,2015,4.4,48,,archimedes,Francis Ford Coppola Winery 2015
8502485,Francis Ford Coppola Winery,2014,4.4,88,top_ranked,archimedes,Francis Ford Coppola Winery 2014
1952967,Francis Ford Coppola Winery,2013,4.3,144,most_user_rated,archimedes,Francis Ford Coppola Winery 2013
1952970,Francis Ford Coppola Winery,2012,4.1,82,,archimedes,Francis Ford Coppola Winery 2012
2531024,Francis Ford Coppola Winery,2011,4.0,27,,archimedes,Francis Ford Coppola Winery 2011
1952971,Francis Ford Coppola Winery,2010,4.2,42,,archimedes,Francis Ford Coppola Winery 2010
2531133,Francis Ford Coppola Winery,2009,4.3,28,,archimedes,Francis Ford Coppola Winery 2009
1233728,Francis Ford Coppola Winery,2008,4.4,17,,archimedes,Francis Ford Coppola Winery 2008
1687066,Francis Ford Coppola Winery,2006,4.2,11,,archimedes,Francis Ford Coppola Winery 2006
164939057,Francis Ford Coppola Winery,2019,4.4,21,top_listed,archimedes,Francis Ford Coppola Winery 2019
156464165,Francis Ford Coppola Winery,2018,4.4,59,best_user_rated,archimedes,Francis Ford Coppola Winery 2018
150945157,Francis Ford Coppola Winery,2017,4.4,42,,archimedes,Francis Ford Coppola Winery 2017
93094979,Francis Ford Coppola Winery,2016,4.4,37,,archimedes,Francis Ford Coppola Winery 2016
18663312,Francis Ford Coppola Winery,2015,4.4,48,,archimedes,Francis Ford Coppola Winery 2015
8502485,Francis Ford Coppola Winery,2014,4.4,88,top_ranked,archimedes,Francis Ford Coppola Winery 2014
1952967,Francis Ford Coppola Winery,2013,4.3,144,most_user_rated,archimedes,Francis Ford Coppola Winery 2013
1952970,Francis Ford Coppola Winery,2012,4.1,82,,archimedes,Francis Ford Coppola Winery 2012
2531024,Francis Ford Coppola Winery,2011,4.0,27,,archimedes,Francis Ford Coppola Winery 2011
1952971,Francis Ford Coppola Winery,2010,4.2,42,,archimedes,Francis Ford Coppola Winery 2010
2531133,Francis Ford Coppola Winery,2009,4.3,28,,archimedes,Francis Ford Coppola Winery 2009
1233728,Francis Ford Coppola Winery,2008,4.4,17,,archimedes,Francis Ford Coppola Winery 2008
1687066,Francis Ford Coppola Winery,2006,4.2,11,,archimedes,Francis Ford Coppola Winery 2006
164939057,Francis Ford Coppola Winery,2019,4.4,21,top_listed,archimedes,Francis Ford Coppola Winery 2019
156464165,Francis Ford Coppola Winery,2018,4.4,59,best_user_rated,archimedes,Francis Ford Coppola Winery 2018
150945157,Francis Ford Coppola Winery,2017,4.4,42,,archimedes,Francis Ford Coppola Winery 2017
93094979,Francis Ford Coppola Winery,2016,4.4,37,,archimedes,Francis Ford Coppola Winery 2016
18663312,Francis Ford Coppola Winery,2015,4.4,48,,archimedes,Francis Ford Coppola Winery 2015
8502485,Francis Ford Coppola Winery,2014,4.4,88,top_ranked,archimedes,Francis Ford Coppola Winery 2014
1952967,Francis Ford Coppola Winery,2013,4.3,144,most_user_rated,archimedes,Francis Ford Coppola Winery 2013
1952970,Francis Ford Coppola Winery,2012,4.1,82,,archimedes,Francis Ford Coppola Winery 2012
2531024,Francis Ford Coppola Winery,2011,4.0,27,,archimedes,Francis Ford Coppola Winery 2011
1952971,Francis Ford Coppola Winery,2010,4.2,42,,archimedes,Francis Ford Coppola Winery 2010
2531133,Francis Ford Coppola Winery,2009,4.3,28,,archimedes,Francis Ford Coppola Winery 2009
1233728,Francis Ford Coppola Winery,2008,4.4,17,,archimedes,Francis Ford Coppola Winery 2008
1687066,Francis Ford Coppola Winery,2006,4.2,11,,archimedes,Francis Ford Coppola Winery 2006
167588720,Blue Rock,2021,4.1,22,,baby blue,Blue Rock 2021
164997641,Blue Rock,2020,4.1,109,,baby blue,Blue Rock 2020
160114421,Blue Rock,2019,4.1,116,,baby blue,Blue Rock 2019
156111334,Blue Rock,2018,4.1,166,,baby blue,Blue Rock 2018
150405649,Blue Rock,2017,4.1,186,top_ranked,baby blue,Blue Rock 2017
99198688,Blue Rock,2016,4.2,243,price_qpr,baby blue,Blue Rock 2016
21725734,Blue Rock,2015,4.0,184,,baby blue,Blue Rock 2015
5610396,Blue Rock,2014,4.1,231,most_user_rated,baby blue,Blue Rock 2014
5977745,Blue Rock,2013,4.1,156,,baby blue,Blue Rock 2013
5008066,Blue Rock,2012,4.0,127,,baby blue,Blue Rock 2012
3978779,Blue Rock,2011,4.0,48,,baby blue,Blue Rock 2011
4014935,Blue Rock,2010,4.2,11,best_user_rated,baby blue,Blue Rock 2010
173866396,Robert Biale Vineyards,2021,4.3,7,,zinfandel,Robert Biale Vineyards 2021
159813265,Robert Biale Vineyards,2019,4.2,20,,zinfandel,Robert Biale Vineyards 2019
156241422,Robert Biale Vineyards,2018,4.3,30,most_user_rated,zinfandel,Robert Biale Vineyards 2018
159107108,Robert Biale Vineyards,2017,4.1,18,,zinfandel,Robert Biale Vineyards 2017
154499878,Robert Biale Vineyards,2016,4.2,19,,zinfandel,Robert Biale Vineyards 2016
32651764,Robert Biale Vineyards,2015,4.2,15,,zinfandel,Robert Biale Vineyards 2015
29709201,Robert Biale Vineyards,2014,4.2,25,top_ranked,zinfandel,Robert Biale Vineyards 2014
16012580,Robert Biale Vineyards,2013,4.3,7,,zinfandel,Robert Biale Vineyards 2013
4443179,Robert Biale Vineyards,2012,4.3,14,best_user_rated,zinfandel,Robert Biale Vineyards 2012
2518788,Robert Biale Vineyards,2011,4.1,15,,zinfandel,Robert Biale Vineyards 2011
164643679,Tate,2019,4.4,23,top_listed,cabernet sauvignon,Tate 2019
160551540,Tate,2018,4.3,25,,cabernet sauvignon,Tate 2018
155219953,Tate,2017,4.0,5,,cabernet sauvignon,Tate 2017
152894800,Tate,2016,4.3,8,,cabernet sauvignon,Tate 2016
150415171,Tate,2015,4.3,30,,cabernet sauvignon,Tate 2015
142012623,Tate,2014,4.3,43,top_ranked,cabernet sauvignon,Tate 2014
20866068,Tate,2013,4.3,54,most_user_rated,cabernet sauvignon,Tate 2013
3652681,Tate,2012,4.1,45,,cabernet sauvignon,Tate 2012
4031415,Tate,2011,4.0,26,,cabernet sauvignon,Tate 2011
3788706,Tate,2010,3.8,19,,cabernet sauvignon,Tate 2010
3722026,Tate,2009,4.5,9,,cabernet sauvignon,Tate 2009
3657281,Tate,2008,4.5,16,best_user_rated,cabernet sauvignon,Tate 2008
164643679,Tate,2019,4.4,23,top_listed,cabernet sauvignon,Tate 2019
160551540,Tate,2018,4.3,25,,cabernet sauvignon,Tate 2018
155219953,Tate,2017,4.0,5,,cabernet sauvignon,Tate 2017
152894800,Tate,2016,4.3,8,,cabernet sauvignon,Tate 2016
150415171,Tate,2015,4.3,30,,cabernet sauvignon,Tate 2015
142012623,Tate,2014,4.3,43,top_ranked,cabernet sauvignon,Tate 2014
20866068,Tate,2013,4.3,54,most_user_rated,cabernet sauvignon,Tate 2013
3652681,Tate,2012,4.1,45,,cabernet sauvignon,Tate 2012
4031415,Tate,2011,4.0,26,,cabernet sauvignon,Tate 2011
3788706,Tate,2010,3.8,19,,cabernet sauvignon,Tate 2010
3722026,Tate,2009,4.5,9,,cabernet sauvignon,Tate 2009
3657281,Tate,2008,4.5,16,best_user_rated,cabernet sauvignon,Tate 2008
144127121,Ravenswood,2015,4.3,18,best_user_rated,red,Ravenswood 2015
7560346,Ravenswood,2014,4.0,44,top_ranked,red,Ravenswood 2014
6065159,Ravenswood,2013,4.0,46,most_user_rated,red,Ravenswood 2013
5352564,Ravenswood,2012,3.9,34,,red,Ravenswood 2012
5660218,Ravenswood,2011,3.9,28,,red,Ravenswood 2011
3321605,Ravenswood,2010,4.2,10,,red,Ravenswood 2010
2184853,Ravenswood,2009,3.7,11,,red,Ravenswood 2009
1781588,Ravenswood,2006,3.9,7,,red,Ravenswood 2006
144127121,Ravenswood,2015,4.3,18,best_user_rated,red,Ravenswood 2015
7560346,Ravenswood,2014,4.0,44,top_ranked,red,Ravenswood 2014
6065159,Ravenswood,2013,4.0,46,most_user_rated,red,Ravenswood 2013
5352564,Ravenswood,2012,3.9,34,,red,Ravenswood 2012
5660218,Ravenswood,2011,3.9,28,,red,Ravenswood 2011
3321605,Ravenswood,2010,4.2,10,,red,Ravenswood 2010
2184853,Ravenswood,2009,3.7,11,,red,Ravenswood 2009
1781588,Ravenswood,2006,3.9,7,,red,Ravenswood 2006
144127121,Ravenswood,2015,4.3,18,best_user_rated,red,Ravenswood 2015
7560346,Ravenswood,2014,4.0,44,top_ranked,red,Ravenswood 2014
6065159,Ravenswood,2013,4.0,46,most_user_rated,red,Ravenswood 2013
5352564,Ravenswood,2012,3.9,34,,red,Ravenswood 2012
5660218,Ravenswood,2011,3.9,28,,red,Ravenswood 2011
3321605,Ravenswood,2010,4.2,10,,red,Ravenswood 2010
2184853,Ravenswood,2009,3.7,11,,red,Ravenswood 2009
1781588,Ravenswood,2006,3.9,7,,red,Ravenswood 2006
153020688,Alexander Valley Vineyards,2017,4.2,22,,cyrus,Alexander Valley Vineyards 2017
141580317,Alexander Valley Vineyards,2016,4.4,100,,cyrus,Alexander Valley Vineyards 2016
29882106,Alexander Valley Vineyards,2015,4.4,121,top_ranked,cyrus,Alexander Valley Vineyards 2015
4847511,Alexander Valley Vineyards,2014,4.3,157,,cyrus,Alexander Valley Vineyards 2014
2851605,Alexander Valley Vineyards,2013,4.3,210,most_user_rated,cyrus,Alexander Valley Vineyards 2013
1629945,Alexander Valley Vineyards,2012,4.3,205,wsa_winning,cyrus,Alexander Valley Vineyards 2012
2596872,Alexander Valley Vineyards,2011,4.2,42,,cyrus,Alexander Valley Vineyards 2011
1959626,Alexander Valley Vineyards,2010,4.3,147,,cyrus,Alexander Valley Vineyards 2010
1352276,Alexander Valley Vineyards,2009,4.2,62,,cyrus,Alexander Valley Vineyards 2009
1547295,Alexander Valley Vineyards,2008,4.3,24,,cyrus,Alexander Valley Vineyards 2008
1414807,Alexander Valley Vineyards,2007,4.3,62,,cyrus,Alexander Valley Vineyards 2007
1235067,Alexander Valley Vineyards,2006,4.3,53,,cyrus,Alexander Valley Vineyards 2006
1316559,Alexander Valley Vineyards,2005,4.4,20,best_user_rated,cyrus,Alexander Valley Vineyards 2005
153020688,Alexander Valley Vineyards,2017,4.2,22,,cyrus,Alexander Valley Vineyards 2017
141580317,Alexander Valley Vineyards,2016,4.4,100,,cyrus,Alexander Valley Vineyards 2016
29882106,Alexander Valley Vineyards,2015,4.4,121,top_ranked,cyrus,Alexander Valley Vineyards 2015
4847511,Alexander Valley Vineyards,2014,4.3,157,,cyrus,Alexander Valley Vineyards 2014
2851605,Alexander Valley Vineyards,2013,4.3,210,most_user_rated,cyrus,Alexander Valley Vineyards 2013
1629945,Alexander Valley Vineyards,2012,4.3,205,wsa_winning,cyrus,Alexander Valley Vineyards 2012
2596872,Alexander Valley Vineyards,2011,4.2,42,,cyrus,Alexander Valley Vineyards 2011
1959626,Alexander Valley Vineyards,2010,4.3,147,,cyrus,Alexander Valley Vineyards 2010
1352276,Alexander Valley Vineyards,2009,4.2,62,,cyrus,Alexander Valley Vineyards 2009
1547295,Alexander Valley Vineyards,2008,4.3,24,,cyrus,Alexander Valley Vineyards 2008
1414807,Alexander Valley Vineyards,2007,4.3,62,,cyrus,Alexander Valley Vineyards 2007
1235067,Alexander Valley Vineyards,2006,4.3,53,,cyrus,Alexander Valley Vineyards 2006
1316559,Alexander Valley Vineyards,2005,4.4,20,best_user_rated,cyrus,Alexander Valley Vineyards 2005
153020688,Alexander Valley Vineyards,2017,4.2,22,,cyrus,Alexander Valley Vineyards 2017
141580317,Alexander Valley Vineyards,2016,4.4,100,,cyrus,Alexander Valley Vineyards 2016
29882106,Alexander Valley Vineyards,2015,4.4,121,top_ranked,cyrus,Alexander Valley Vineyards 2015
4847511,Alexander Valley Vineyards,2014,4.3,157,,cyrus,Alexander Valley Vineyards 2014
2851605,Alexander Valley Vineyards,2013,4.3,210,most_user_rated,cyrus,Alexander Valley Vineyards 2013
1629945,Alexander Valley Vineyards,2012,4.3,205,wsa_winning,cyrus,Alexander Valley Vineyards 2012
2596872,Alexander Valley Vineyards,2011,4.2,42,,cyrus,Alexander Valley Vineyards 2011
1959626,Alexander Valley Vineyards,2010,4.3,147,,cyrus,Alexander Valley Vineyards 2010
1352276,Alexander Valley Vineyards,2009,4.2,62,,cyrus,Alexander Valley Vineyards 2009
1547295,Alexander Valley Vineyards,2008,4.3,24,,cyrus,Alexander Valley Vineyards 2008
1414807,Alexander Valley Vineyards,2007,4.3,62,,cyrus,Alexander Valley Vineyards 2007
1235067,Alexander Valley Vineyards,2006,4.3,53,,cyrus,Alexander Valley Vineyards 2006
1316559,Alexander Valley Vineyards,2005,4.4,20,best_user_rated,cyrus,Alexander Valley Vineyards 2005
153020688,Alexander Valley Vineyards,2017,4.2,22,,cyrus,Alexander Valley Vineyards 2017
141580317,Alexander Valley Vineyards,2016,4.4,100,,cyrus,Alexander Valley Vineyards 2016
29882106,Alexander Valley Vineyards,2015,4.4,121,top_ranked,cyrus,Alexander Valley Vineyards 2015
4847511,Alexander Valley Vineyards,2014,4.3,157,,cyrus,Alexander Valley Vineyards 2014
2851605,Alexander Valley Vineyards,2013,4.3,210,most_user_rated,cyrus,Alexander Valley Vineyards 2013
1629945,Alexander Valley Vineyards,2012,4.3,205,wsa_winning,cyrus,Alexander Valley Vineyards 2012
2596872,Alexander Valley Vineyards,2011,4.2,42,,cyrus,Alexander Valley Vineyards 2011
1959626,Alexander Valley Vineyards,2010,4.3,147,,cyrus,Alexander Valley Vineyards 2010
1352276,Alexander Valley Vineyards,2009,4.2,62,,cyrus,Alexander Valley Vineyards 2009
1547295,Alexander Valley Vineyards,2008,4.3,24,,cyrus,Alexander Valley Vineyards 2008
1414807,Alexander Valley Vineyards,2007,4.3,62,,cyrus,Alexander Valley Vineyards 2007
1235067,Alexander Valley Vineyards,2006,4.3,53,,cyrus,Alexander Valley Vineyards 2006
1316559,Alexander Valley Vineyards,2005,4.4,20,best_user_rated,cyrus,Alexander Valley Vineyards 2005
153020688,Alexander Valley Vineyards,2017,4.2,22,,cyrus,Alexander Valley Vineyards 2017
141580317,Alexander Valley Vineyards,2016,4.4,100,,cyrus,Alexander Valley Vineyards 2016
29882106,Alexander Valley Vineyards,2015,4.4,121,top_ranked,cyrus,Alexander Valley Vineyards 2015
4847511,Alexander Valley Vineyards,2014,4.3,157,,cyrus,Alexander Valley Vineyards 2014
2851605,Alexander Valley Vineyards,2013,4.3,210,most_user_rated,cyrus,Alexander Valley Vineyards 2013
1629945,Alexander Valley Vineyards,2012,4.3,205,wsa_winning,cyrus,Alexander Valley Vineyards 2012
2596872,Alexander Valley Vineyards,2011,4.2,42,,cyrus,Alexander Valley Vineyards 2011
1959626,Alexander Valley Vineyards,2010,4.3,147,,cyrus,Alexander Valley Vineyards 2010
1352276,Alexander Valley Vineyards,2009,4.2,62,,cyrus,Alexander Valley Vineyards 2009
1547295,Alexander Valley Vineyards,2008,4.3,24,,cyrus,Alexander Valley Vineyards 2008
1414807,Alexander Valley Vineyards,2007,4.3,62,,cyrus,Alexander Valley Vineyards 2007
1235067,Alexander Valley Vineyards,2006,4.3,53,,cyrus,Alexander Valley Vineyards 2006
1316559,Alexander Valley Vineyards,2005,4.4,20,best_user_rated,cyrus,Alexander Valley Vineyards 2005
163062665,Camp,2019,3.9,9,best_user_rated,cabernet franc,Camp 2019
159647396,Camp,2018,3.8,14,most_user_rated,cabernet franc,Camp 2018
173832457,Angeline,2023,3.7,16,,pinot noir,Angeline 2023
170568963,Angeline,2022,3.7,238,,pinot noir,Angeline 2022
168195680,Angeline,2021,3.7,151,,pinot noir,Angeline 2021
163281300,Angeline,2020,3.6,604,,pinot noir,Angeline 2020
159588569,Angeline,2019,3.7,376,,pinot noir,Angeline 2019
156429326,Angeline,2018,3.6,716,,pinot noir,Angeline 2018
150649046,Angeline,2017,3.6,699,,pinot noir,Angeline 2017
87485516,Angeline,2016,3.5,670,most_user_rated,pinot noir,Angeline 2016
14242829,Angeline,2015,3.5,506,,pinot noir,Angeline 2015
10087281,Angeline,2014,3.7,418,,pinot noir,Angeline 2014
3071515,Angeline,2013,3.7,596,top_ranked,pinot noir,Angeline 2013
1841089,Angeline,2012,3.6,330,,pinot noir,Angeline 2012
1824745,Angeline,2011,3.4,86,,pinot noir,Angeline 2011
1378739,Angeline,2010,3.7,19,,pinot noir,Angeline 2010
1211661,Angeline,2009,3.4,21,,pinot noir,Angeline 2009
55665780,Angeline,1990,3.8,59,best_user_rated,pinot noir,Angeline 1990
159321294,Arrowood,2019,4.1,29,top_listed,cabernet sauvignon,Arrowood 2019
156095109,Arrowood,2018,4.1,57,best_user_rated,cabernet sauvignon,Arrowood 2018
151757654,Arrowood,2017,4.2,20,,cabernet sauvignon,Arrowood 2017
153275433,Arrowood,2016,4.1,144,,cabernet sauvignon,Arrowood 2016
148344660,Arrowood,2015,4.1,100,,cabernet sauvignon,Arrowood 2015
147874961,Arrowood,2014,3.9,217,,cabernet sauvignon,Arrowood 2014
147801965,Arrowood,2013,4.0,260,most_user_rated,cabernet sauvignon,Arrowood 2013
147871449,Arrowood,2011,4.2,30,top_ranked,cabernet sauvignon,Arrowood 2011
174694975,Banshee Wines,2022,4.1,7,best_user_rated,cabernet sauvignon,Banshee Wines 2022
172733571,Banshee Wines,2021,4.0,68,most_user_rated,cabernet sauvignon,Banshee Wines 2021
171371741,Banshee Wines,2020,4.1,2,top_ranked,cabernet sauvignon,Banshee Wines 2020
167877611,Banshee Wines,2019,4.1,67,price_qpr,cabernet sauvignon,Banshee Wines 2019
174694975,Banshee Wines,2022,4.1,7,best_user_rated,cabernet sauvignon,Banshee Wines 2022
172733571,Banshee Wines,2021,4.0,68,most_user_rated,cabernet sauvignon,Banshee Wines 2021
171371741,Banshee Wines,2020,4.1,2,top_ranked,cabernet sauvignon,Banshee Wines 2020
167877611,Banshee Wines,2019,4.1,67,price_qpr,cabernet sauvignon,Banshee Wines 2019
160100981,Bench,2019,4.0,37,best_user_rated,cabernet sauvignon,Bench 2019
156386470,Bench,2018,3.8,68,price_qpr,cabernet sauvignon,Bench 2018
152216160,Bench,2017,3.8,42,,cabernet sauvignon,Bench 2017
149043856,Bench,2016,3.7,40,,cabernet sauvignon,Bench 2016
14204105,Bench,2015,3.7,106,most_user_rated,cabernet sauvignon,Bench 2015
9752955,Bench,2014,3.7,90,,cabernet sauvignon,Bench 2014
2561720,Bench,2013,3.7,73,,cabernet sauvignon,Bench 2013
3316525,Bench,2012,3.8,97,top_ranked,cabernet sauvignon,Bench 2012
2404596,Bench,2011,3.7,46,,cabernet sauvignon,Bench 2011
2356064,Bench,2010,3.6,11,,cabernet sauvignon,Bench 2010
167140319,Benziger,2021,3.8,32,,cabernet sauvignon,Benziger 2021
162933196,Benziger,2020,3.8,38,,cabernet sauvignon,Benziger 2020
159435705,Benziger,2019,3.9,89,best_user_rated,cabernet sauvignon,Benziger 2019
156262895,Benziger,2018,3.8,158,,cabernet sauvignon,Benziger 2018
150642953,Benziger,2017,3.8,202,,cabernet sauvignon,Benziger 2017
142143316,Benziger,2016,3.8,1138,most_user_rated,cabernet sauvignon,Benziger 2016
16711566,Benziger,2015,3.9,331,,cabernet sauvignon,Benziger 2015
14010402,Benziger,2014,3.8,385,,cabernet sauvignon,Benziger 2014
4391156,Benziger,2013,4.0,494,top_ranked,cabernet sauvignon,Benziger 2013
2003156,Benziger,2012,3.8,466,,cabernet sauvignon,Benziger 2012
2003154,Benziger,2011,3.8,206,,cabernet sauvignon,Benziger 2011
1910780,Benziger,2010,3.6,108,,cabernet sauvignon,Benziger 2010
1430877,Benziger,2009,3.6,115,,cabernet sauvignon,Benziger 2009
1356312,Benziger,2008,3.6,24,,cabernet sauvignon,Benziger 2008
1226067,Benziger,2007,3.7,21,,cabernet sauvignon,Benziger 2007
84216,Benziger,2006,3.9,16,,cabernet sauvignon,Benziger 2006
4164,Benziger,2005,4.1,8,,cabernet sauvignon,Benziger 2005
167140319,Benziger,2021,3.8,32,,cabernet sauvignon,Benziger 2021
162933196,Benziger,2020,3.8,38,,cabernet sauvignon,Benziger 2020
159435705,Benziger,2019,3.9,89,best_user_rated,cabernet sauvignon,Benziger 2019
156262895,Benziger,2018,3.8,158,,cabernet sauvignon,Benziger 2018
150642953,Benziger,2017,3.8,202,,cabernet sauvignon,Benziger 2017
142143316,Benziger,2016,3.8,1138,most_user_rated,cabernet sauvignon,Benziger 2016
16711566,Benziger,2015,3.9,331,,cabernet sauvignon,Benziger 2015
14010402,Benziger,2014,3.8,385,,cabernet sauvignon,Benziger 2014
4391156,Benziger,2013,4.0,494,top_ranked,cabernet sauvignon,Benziger 2013
2003156,Benziger,2012,3.8,466,,cabernet sauvignon,Benziger 2012
2003154,Benziger,2011,3.8,206,,cabernet sauvignon,Benziger 2011
1910780,Benziger,2010,3.6,108,,cabernet sauvignon,Benziger 2010
1430877,Benziger,2009,3.6,115,,cabernet sauvignon,Benziger 2009
1356312,Benziger,2008,3.6,24,,cabernet sauvignon,Benziger 2008
1226067,Benziger,2007,3.7,21,,cabernet sauvignon,Benziger 2007
84216,Benziger,2006,3.9,16,,cabernet sauvignon,Benziger 2006
4164,Benziger,2005,4.1,8,,cabernet sauvignon,Benziger 2005
170444690,Bound,2022,4.0,119,best_user_rated,cabernet sauvignon,Bound 2022
167463879,Bound,2021,4.0,29,,cabernet sauvignon,Bound 2021
164785446,Bound,2020,3.9,1066,most_user_rated,cabernet sauvignon,Bound 2020
164676712,Bound,2019,3.9,137,,cabernet sauvignon,Bound 2019
163612885,Bound,2018,4.0,1001,top_ranked,cabernet sauvignon,Bound 2018
91402407,Clos du Bois,2016,4.2,10,,red blend,Clos du Bois 2016
14200802,Clos du Bois,2015,4.1,20,latest_available,red blend,Clos du Bois 2015
5995943,Clos du Bois,2014,4.0,20,,red blend,Clos du Bois 2014
4328670,Clos du Bois,2013,4.2,191,most_user_rated,red blend,Clos du Bois 2013
8318258,Clos du Bois,2012,4.1,144,top_ranked,red blend,Clos du Bois 2012
2106107,Clos du Bois,2011,4.0,55,,red blend,Clos du Bois 2011
1748321,Clos du Bois,2010,4.1,88,,red blend,Clos du Bois 2010
1788242,Clos du Bois,2009,4.0,28,,red blend,Clos du Bois 2009
1528311,Clos du Bois,2008,3.9,23,,red blend,Clos du Bois 2008
1956392,Clos du Bois,2007,3.9,21,,red blend,Clos du Bois 2007
1387992,Clos du Bois,2006,4.1,38,,red blend,Clos du Bois 2006
1818886,Clos du Bois,2005,4.2,19,,red blend,Clos du Bois 2005
1941353,Clos du Bois,2004,4.4,10,best_user_rated,red blend,Clos du Bois 2004
1688200,Clos du Bois,2003,4.2,11,,red blend,Clos du Bois 2003
91402407,Clos du Bois,2016,4.2,10,,red blend,Clos du Bois 2016
14200802,Clos du Bois,2015,4.1,20,latest_available,red blend,Clos du Bois 2015
5995943,Clos du Bois,2014,4.0,20,,red blend,Clos du Bois 2014
4328670,Clos du Bois,2013,4.2,191,most_user_rated,red blend,Clos du Bois 2013
8318258,Clos du Bois,2012,4.1,144,top_ranked,red blend,Clos du Bois 2012
2106107,Clos du Bois,2011,4.0,55,,red blend,Clos du Bois 2011
1748321,Clos du Bois,2010,4.1,88,,red blend,Clos du Bois 2010
1788242,Clos du Bois,2009,4.0,28,,red blend,Clos du Bois 2009
1528311,Clos du Bois,2008,3.9,23,,red blend,Clos du Bois 2008
1956392,Clos du Bois,2007,3.9,21,,red blend,Clos du Bois 2007
1387992,Clos du Bois,2006,4.1,38,,red blend,Clos du Bois 2006
1818886,Clos du Bois,2005,4.2,19,,red blend,Clos du Bois 2005
1941353,Clos du Bois,2004,4.4,10,best_user_rated,red blend,Clos du Bois 2004
1688200,Clos du Bois,2003,4.2,11,,red blend,Clos du Bois 2003
91402407,Clos du Bois,2016,4.2,10,,red blend,Clos du Bois 2016
14200802,Clos du Bois,2015,4.1,20,latest_available,red blend,Clos du Bois 2015
5995943,Clos du Bois,2014,4.0,20,,red blend,Clos du Bois 2014
4328670,Clos du Bois,2013,4.2,191,most_user_rated,red blend,Clos du Bois 2013
8318258,Clos du Bois,2012,4.1,144,top_ranked,red blend,Clos du Bois 2012
2106107,Clos du Bois,2011,4.0,55,,red blend,Clos du Bois 2011
1748321,Clos du Bois,2010,4.1,88,,red blend,Clos du Bois 2010
1788242,Clos du Bois,2009,4.0,28,,red blend,Clos du Bois 2009
1528311,Clos du Bois,2008,3.9,23,,red blend,Clos du Bois 2008
1956392,Clos du Bois,2007,3.9,21,,red blend,Clos du Bois 2007
1387992,Clos du Bois,2006,4.1,38,,red blend,Clos du Bois 2006
